depth,lat,lon,speed,direction,ssh,ndirection,salinity,temp,nspeed,time,model,t###,pressure_dbars,sound_speed_ms
0,29.877328164962286,-91.23977458270299,,,,,,,,2025-08-01 12:46:40,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.23259772151881,,,,,,,,2025-08-01 12:46:41,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.22542086033462,,,,,,,,2025-08-01 12:46:42,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.21824399915045,,,,,,,,2025-08-01 12:46:43,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.21106713796627,,,,,,,,2025-08-01 12:46:44,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.20389027678209,,,,,,,,2025-08-01 12:46:45,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.1967134155979,,,,,,,,2025-08-01 12:46:46,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.18953655441372,,,,,,,,2025-08-01 12:46:47,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.18235969322954,,,,,,,,2025-08-01 12:46:48,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.17518283204537,,,,,,,,2025-08-01 12:46:49,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.16800597086119,,,,,,,,2025-08-01 12:46:50,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.160829109677,,,,,,,,2025-08-01 12:46:51,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.15365224849282,,,,,,,,2025-08-01 12:46:52,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.14647538730864,,,,,,,,2025-08-01 12:46:53,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.13929852612446,,,,,,,,2025-08-01 12:46:54,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.13212166494027,,,,,,,,2025-08-01 12:46:55,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.1249448037561,,,,,,,,2025-08-01 12:46:56,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.11776794257192,,,,,,,,2025-08-01 12:46:57,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.11059108138774,,,,,,,,2025-08-01 12:46:58,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.10341422020356,,,,,,,,2025-08-01 12:46:59,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.09623735901937,,,,,,,,2025-08-01 12:47:00,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.08906049783519,,,,,,,,2025-08-01 12:47:01,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.08188363665101,,,,,,,,2025-08-01 12:47:02,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.07470677546684,,,,,,,,2025-08-01 12:47:03,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.06752991428264,,,,,,,,2025-08-01 12:47:04,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.06035305309847,,,,,,,,2025-08-01 12:47:05,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.05317619191429,,,,,,,,2025-08-01 12:47:06,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.04599933073011,,,,,,,,2025-08-01 12:47:07,MSR_NGOFS2,t000,0.0,
0,29.877328164962286,-91.03882246954592,,,,,,,,2025-08-01 12:47:08,MSR_NGOFS2,t000,0.0,
