depth,lat,lon,speed,direction,ssh,ndirection,salinity,temp,nspeed,time,model,t###,pressure_dbars,sound_speed_ms
0,30.20012438832821,-89.80440234586683,0.0070260433,90.97011,0.43495038,120.950714,21.474394,89.14131,2.5602467,2025-08-01 18:20:00,MSR_NGOFS2,t000,0.0,1554.3326508782773
0,30.20012438832821,-89.79722548468264,0.009572458,110.328964,0.45385462,120.91945,23.27514,89.0161,2.5376718,2025-08-01 18:20:01,MSR_NGOFS2,t000,0.0,1554.7789899796078
0,30.20012438832821,-89.79004862349846,0.011618283,118.02486,0.45771772,120.98772,24.05571,89.370605,2.5450165,2025-08-01 18:20:02,MSR_NGOFS2,t000,0.0,1554.329227737509
0,30.20012438832821,-89.78287176231429,0.013516806,121.06004,0.43185526,121.054504,24.454327,90.09119,2.5569603,2025-08-01 18:20:03,MSR_NGOFS2,t000,0.0,1553.1928337819386
0,30.20012438832821,-89.77569490113011,0.013793502,121.35086,0.40704623,121.09596,25.929123,90.272064,2.5620403,2025-08-01 18:20:04,MSR_NGOFS2,t000,0.0,1553.0205841892473
0,30.20012438832821,-89.76851803994592,,,,,,,,2025-08-01 18:20:05,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.76134117876174,,,,,,,,2025-08-01 18:20:06,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.75416431757756,,,,,,,,2025-08-01 18:20:07,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.74698745639338,,,,,,,,2025-08-01 18:20:08,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.73981059520919,,,,,,,,2025-08-01 18:20:09,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.73263373402501,,,,,,,,2025-08-01 18:20:10,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.72545687284084,,,,,,,,2025-08-01 18:20:11,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.71828001165666,,,,,,,,2025-08-01 18:20:12,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.71110315047248,,,,,,,,2025-08-01 18:20:13,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.70392628928829,,,,,,,,2025-08-01 18:20:14,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.69674942810411,,,,,,,,2025-08-01 18:20:15,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.68957256691994,,,,,,,,2025-08-01 18:20:16,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.68239570573576,,,,,,,,2025-08-01 18:20:17,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.67521884455157,,,,,,,,2025-08-01 18:20:18,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.66804198336739,,,,,,,,2025-08-01 18:20:19,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.66086512218321,,,,,,,,2025-08-01 18:20:20,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.65368826099903,,,,,,,,2025-08-01 18:20:21,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.64651139981484,,,,,,,,2025-08-01 18:20:22,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.63933453863066,,,,,,,,2025-08-01 18:20:23,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.63215767744649,,,,,,,,2025-08-01 18:20:24,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.62498081626231,,,,,,,,2025-08-01 18:20:25,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.61780395507813,,,,,,,,2025-08-01 18:20:26,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.61062709389394,,,,,,,,2025-08-01 18:20:27,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.60345023270976,,,,,,,,2025-08-01 18:20:28,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.59627337152558,,,,,,,,2025-08-01 18:20:29,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.5890965103414,0.09974277,53.596794,0.3042393,124.95328,26.87346,90.17851,3.211611,2025-08-01 18:20:30,MSR_NGOFS2,t000,0.0,1553.2736811209522
0,30.20012438832821,-89.58191964915721,,,,,,,,2025-08-01 18:20:31,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.57474278797304,,,,,,,,2025-08-01 18:20:32,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.56756592678886,,,,,,,,2025-08-01 18:20:33,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.56038906560468,,,,,,,,2025-08-01 18:20:34,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.5532122044205,,,,,,,,2025-08-01 18:20:35,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.54603534323631,,,,,,,,2025-08-01 18:20:36,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.53885848205213,,,,,,,,2025-08-01 18:20:37,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.53168162086796,,,,,,,,2025-08-01 18:20:38,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.52450475968378,,,,,,,,2025-08-01 18:20:39,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.51732789849959,,,,,,,,2025-08-01 18:20:40,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.51015103731541,,,,,,,,2025-08-01 18:20:41,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.50297417613123,,,,,,,,2025-08-01 18:20:42,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.49579731494705,,,,,,,,2025-08-01 18:20:43,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.48862045376288,,,,,,,,2025-08-01 18:20:44,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.48144359257869,,,,,,,,2025-08-01 18:20:45,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.47426673139451,,,,,,,,2025-08-01 18:20:46,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.46708987021033,,,,,,,,2025-08-01 18:20:47,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.45991300902615,,,,,,,,2025-08-01 18:20:48,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.45273614784196,,,,,,,,2025-08-01 18:20:49,MSR_NGOFS2,t000,0.0,
0,30.20012438832821,-89.44555928665778,0.2894715,36.56486,0.44366264,127.97063,31.31486,90.12681,3.311026,2025-08-01 18:20:50,MSR_NGOFS2,t000,0.0,1553.7967425999027
0,30.20012438832821,-89.4383824254736,0.36987278,37.586193,0.3257754,128.17593,33.058796,88.48,3.3165991,2025-08-01 18:20:51,MSR_NGOFS2,t000,0.0,1557.2456350721015
0,30.20012438832821,-89.43120556428943,0.4078725,44.503345,0.2514647,128.30301,33.02588,87.40054,3.3215797,2025-08-01 18:20:52,MSR_NGOFS2,t000,0.0,1559.2490609997494
0,30.20012438832821,-89.42402870310525,0.45615372,55.938244,0.3721097,128.72957,27.755655,88.69978,3.3464637,2025-08-01 18:20:53,MSR_NGOFS2,t000,0.0,1555.97528138157
0,30.20012438832821,-89.41685184192106,0.4640599,61.261642,0.409355,128.95432,26.316603,90.0874,3.3578346,2025-08-01 18:20:54,MSR_NGOFS2,t000,0.0,1553.3820835092165
0,30.20012438832821,-89.40967498073688,0.47127622,68.268265,0.38951147,129.23343,24.154366,90.71077,3.370564,2025-08-01 18:20:55,MSR_NGOFS2,t000,0.0,1552.117051870573
0,30.20012438832821,-89.4024981195527,0.48103425,72.55937,0.41344848,129.47458,25.80736,90.75717,3.382925,2025-08-01 18:20:56,MSR_NGOFS2,t000,0.0,1552.1491903673939
0,30.20012438832821,-89.39532125836853,0.4940989,76.81432,0.33629718,129.68079,29.837759,88.554756,3.3867474,2025-08-01 18:20:57,MSR_NGOFS2,t000,0.0,1556.5667123198214
0,30.20012438832821,-89.38814439718433,0.508102,82.94853,0.29708293,130.04073,32.6504,87.88997,3.3968015,2025-08-01 18:20:58,MSR_NGOFS2,t000,0.0,1558.2785339607115
0,30.20012438832821,-89.38096753600016,0.52446306,89.25192,0.3056007,130.46791,30.471766,88.00824,3.4135158,2025-08-01 18:20:59,MSR_NGOFS2,t000,0.0,1557.6480238963773
0,30.20012438832821,-89.37379067481598,0.5400487,94.28754,0.3602724,130.84082,27.951946,89.32367,3.430772,2025-08-01 18:21:00,MSR_NGOFS2,t000,0.0,1554.9192396788774
0,30.20012438832821,-89.3666138136318,0.5433061,97.837654,0.41234642,131.05952,27.613106,89.63185,3.4292095,2025-08-01 18:21:01,MSR_NGOFS2,t000,0.0,1554.3296457484428
0,30.20012438832821,-89.35943695244761,0.5522582,100.36156,0.38144803,131.33633,29.726076,89.30076,3.4501162,2025-08-01 18:21:02,MSR_NGOFS2,t000,0.0,1555.1965857322193
0,30.20012438832821,-89.35226009126343,0.55945694,103.0515,0.33814636,131.61885,30.22297,88.725876,3.4690363,2025-08-01 18:21:03,MSR_NGOFS2,t000,0.0,1556.321285998291
0,30.20012438832821,-89.34508323007925,0.5447627,106.7195,0.37626532,132.01962,27.9198,89.213356,3.4830344,2025-08-01 18:21:04,MSR_NGOFS2,t000,0.0,1555.1094977384175
0,30.20012438832821,-89.33790636889508,0.51505435,107.628174,0.41938204,132.14996,24.048422,89.6617,3.4706879,2025-08-01 18:21:05,MSR_NGOFS2,t000,0.0,1553.8584344725825
0,30.20012438832821,-89.3307295077109,0.45039555,108.37814,0.40275443,132.60672,21.015974,90.56636,3.4855297,2025-08-01 18:21:06,MSR_NGOFS2,t000,0.0,1552.1228993821437
0,30.20012438832821,-89.32355264652671,0.38372174,104.823814,0.4656583,132.89578,20.13436,90.63652,3.4938471,2025-08-01 18:21:07,MSR_NGOFS2,t000,0.0,1551.9481445740585
0,30.20012438832821,-89.31637578534253,0.3202643,96.81379,0.43350834,133.26501,23.627539,89.7919,3.5174334,2025-08-01 18:21:08,MSR_NGOFS2,t000,0.0,1553.5991810102257
0,30.20012438832821,-89.30919892415835,0.27060783,85.545204,0.39118484,133.51678,29.743626,89.07712,3.524225,2025-08-01 18:21:09,MSR_NGOFS2,t000,0.0,1555.6094602057042
0,30.20012438832821,-89.30202206297417,0.25686067,74.31845,0.33898878,133.72456,25.120277,88.08719,3.5234196,2025-08-01 18:21:10,MSR_NGOFS2,t000,0.0,1556.5189028229572
0,30.20012438832821,-89.29484520178998,0.27548227,69.767624,0.41532832,134.14807,17.086178,88.82222,3.5394378,2025-08-01 18:21:11,MSR_NGOFS2,t000,0.0,1554.117907086807
0,30.20012438832821,-89.2876683406058,0.31703305,75.47752,0.40650165,134.57042,22.202433,90.24348,3.5596466,2025-08-01 18:21:12,MSR_NGOFS2,t000,0.0,1552.7307822131233
0,30.20012438832821,-89.28049147942163,0.35035533,82.894264,0.42608592,134.911,24.464272,90.546234,3.5813787,2025-08-01 18:21:13,MSR_NGOFS2,t000,0.0,1552.4218809518666
0,30.20012438832821,-89.27331461823745,0.37703437,88.20356,0.35165069,135.16687,30.806557,88.374695,3.588677,2025-08-01 18:21:14,MSR_NGOFS2,t000,0.0,1557.0545319789296
0,30.20012438832821,-89.26613775705326,0.3885256,92.081894,0.3085448,135.38466,32.705063,87.21187,3.5885153,2025-08-01 18:21:15,MSR_NGOFS2,t000,0.0,1559.5179152189182
0,30.20012438832821,-89.25896089586908,0.40416884,95.824875,0.3273345,135.65121,30.62747,88.1257,3.6106663,2025-08-01 18:21:16,MSR_NGOFS2,t000,0.0,1557.4690982228065
0,30.20012438832821,-89.2517840346849,0.4084176,99.38162,0.37000027,136.01126,25.222599,89.27879,3.645023,2025-08-01 18:21:17,MSR_NGOFS2,t000,0.0,1554.6325050188161
0,30.20012438832821,-89.24460717350073,0.4026602,102.122406,0.41926843,136.2233,26.465302,89.91383,3.647626,2025-08-01 18:21:18,MSR_NGOFS2,t000,0.0,1553.7023112873187
0,30.20012438832821,-89.23743031231655,0.39676648,102.69193,0.38051704,136.36389,28.145273,89.76708,3.6636233,2025-08-01 18:21:19,MSR_NGOFS2,t000,0.0,1554.1480480672856
0,30.20012438832821,-89.23025345113236,0.39931875,105.69662,0.29771346,136.71532,30.324778,88.91823,3.6826322,2025-08-01 18:21:20,MSR_NGOFS2,t000,0.0,1555.9858069121203
0,30.20012438832821,-89.22307658994818,0.40908396,105.63468,0.29996914,136.8716,28.092932,88.85612,3.7043405,2025-08-01 18:21:21,MSR_NGOFS2,t000,0.0,1555.7586901466352
0,30.20012438832821,-89.215899728764,0.43449143,107.05981,0.37804118,137.1525,25.11038,89.58992,3.7230444,2025-08-01 18:21:22,MSR_NGOFS2,t000,0.0,1554.1027891369824
0,30.20012438832821,-89.20872286757982,0.44545984,108.4961,0.3813371,137.3376,25.90288,89.47371,3.730317,2025-08-01 18:21:23,MSR_NGOFS2,t000,0.0,1554.3954124715247
0,30.20012438832821,-89.20154600639563,0.45271188,109.82844,0.38782614,137.57286,31.11209,88.326675,3.7477443,2025-08-01 18:21:24,MSR_NGOFS2,t000,0.0,1557.1949540383457
0,30.20012438832821,-89.19436914521145,0.46293473,111.63167,0.3744283,137.77829,28.859615,87.10009,3.7738435,2025-08-01 18:21:25,MSR_NGOFS2,t000,0.0,1558.8485389549471
0,30.20012438832821,-89.18719228402728,0.46214458,116.40841,0.3912468,138.02396,25.224916,88.94002,3.8025532,2025-08-01 18:21:26,MSR_NGOFS2,t000,0.0,1555.1860716026613
0,30.20012438832821,-89.1800154228431,0.47303268,118.825714,0.38078633,138.17006,25.983683,89.73175,3.820493,2025-08-01 18:21:27,MSR_NGOFS2,t000,0.0,1553.965245543886
0,30.20012438832821,-89.17283856165892,0.49678746,121.634514,0.42655528,138.31386,26.96629,90.055824,3.8445017,2025-08-01 18:21:28,MSR_NGOFS2,t000,0.0,1553.5024234302261
0,30.20012438832821,-89.16566170047473,0.4940762,125.20044,0.35974666,138.55377,28.873453,89.77794,3.8578892,2025-08-01 18:21:29,MSR_NGOFS2,t000,0.0,1554.2101640744083
0,30.20012438832821,-89.15848483929055,0.5029861,126.07089,0.35930994,138.69223,28.79694,89.75021,3.870637,2025-08-01 18:21:30,MSR_NGOFS2,t000,0.0,1554.2527069586015
0,30.20012438832821,-89.15130797810637,0.51310503,127.30132,0.40294957,138.87021,28.838665,89.14949,3.884816,2025-08-01 18:21:31,MSR_NGOFS2,t000,0.0,1555.3502472855098
0,30.20012438832821,-89.1441311169222,0.50906414,129.76865,0.3901348,139.00542,30.84736,88.91304,3.8976989,2025-08-01 18:21:32,MSR_NGOFS2,t000,0.0,1556.0741030320025
0,30.20012438832821,-89.136954255738,0.5404918,132.33243,0.44088984,139.12012,30.033155,87.74601,3.9157083,2025-08-01 18:21:33,MSR_NGOFS2,t000,0.0,1558.0195140845885
0,30.20012438832821,-89.12977739455383,0.55180484,137.16151,0.43018207,139.22017,30.4123,87.3964,3.9344795,2025-08-01 18:21:34,MSR_NGOFS2,t000,0.0,1558.6968151391702
0,30.20012438832821,-89.12260053336965,0.547151,140.84271,0.40741944,139.31538,31.642668,88.28203,3.9511728,2025-08-01 18:21:35,MSR_NGOFS2,t000,0.0,1557.3702808392056
0,30.20012438832821,-89.11542367218547,0.48283035,142.35385,0.41760105,139.41559,30.635553,88.35968,3.965765,2025-08-01 18:21:36,MSR_NGOFS2,t000,0.0,1557.0518783702837
0,30.20012438832821,-89.1082468110013,0.37869468,141.19437,0.445498,139.48161,30.11353,88.2565,3.9869986,2025-08-01 18:21:37,MSR_NGOFS2,t000,0.0,1557.143964200583
0,30.20012438832821,-89.1010699498171,0.26230568,134.68442,0.394266,139.55986,26.136642,88.28356,3.9981065,2025-08-01 18:21:38,MSR_NGOFS2,t000,0.0,1556.3929258565013
0,30.20012438832821,-89.09389308863292,0.29791486,120.33944,0.3885321,139.58461,22.901821,89.16478,4.021677,2025-08-01 18:21:39,MSR_NGOFS2,t000,0.0,1554.4969754790657
0,30.20012438832821,-89.08671622744875,0.35890937,116.52348,0.37070453,139.6318,21.980135,88.87668,4.0400357,2025-08-01 18:21:40,MSR_NGOFS2,t000,0.0,1554.7967683545755
0,30.20012438832821,-89.07953936626457,0.292002,122.7495,0.4252815,139.6634,20.092194,88.747314,4.0574884,2025-08-01 18:21:41,MSR_NGOFS2,t000,0.0,1554.6894624883555
0,30.20012438832821,-89.07236250508038,0.2642977,119.875656,0.37581304,139.73868,26.317715,89.41404,4.058488,2025-08-01 18:21:42,MSR_NGOFS2,t000,0.0,1554.5494025018284
0,30.20012438832821,-89.0651856438962,0.30959392,116.711624,0.3644416,139.74113,30.468103,89.83884,4.080898,2025-08-01 18:21:43,MSR_NGOFS2,t000,0.0,1554.2726954066889
0,30.20012438832821,-89.05800878271202,0.32226145,114.72069,0.38040978,139.75601,29.580484,90.04707,4.0958924,2025-08-01 18:21:44,MSR_NGOFS2,t000,0.0,1553.7802894095335
0,30.20012438832821,-89.05083192152784,0.31742278,114.24541,0.37023115,139.76022,29.849636,89.943924,4.110326,2025-08-01 18:21:45,MSR_NGOFS2,t000,0.0,1554.0046337030517
0,30.20012438832821,-89.04365506034367,0.28644738,114.45289,0.3467119,139.73416,30.327208,89.72843,4.128713,2025-08-01 18:21:46,MSR_NGOFS2,t000,0.0,1554.4685637043322
0,30.20012438832821,-89.03647819915948,0.27432942,113.914764,0.3807544,139.67567,29.467876,89.94442,4.148968,2025-08-01 18:21:47,MSR_NGOFS2,t000,0.0,1553.9635227612691
0,30.20012438832821,-89.0293013379753,0.29121524,114.23401,0.3773817,139.71875,29.232656,90.1385,4.15012,2025-08-01 18:21:48,MSR_NGOFS2,t000,0.0,1553.5722261430565
0,30.20012438832821,-89.02212447679112,0.30180165,114.54591,0.35412675,139.68567,29.273527,90.129944,4.162659,2025-08-01 18:21:49,MSR_NGOFS2,t000,0.0,1553.5924051297939
0,30.20012438832821,-89.01494761560694,0.31228864,115.08272,0.3134859,139.52313,29.627445,89.5647,4.1751323,2025-08-01 18:21:50,MSR_NGOFS2,t000,0.0,1554.6945240291798
0,30.20012438832821,-89.00777075442275,0.33271843,114.520676,0.2927129,139.33755,28.330475,88.84079,4.183589,2025-08-01 18:21:51,MSR_NGOFS2,t000,0.0,1555.821679916698
0,30.20012438832821,-89.00059389323857,0.34133145,114.500404,0.31293392,139.17986,30.56724,88.7096,4.189692,2025-08-01 18:21:52,MSR_NGOFS2,t000,0.0,1556.4056773953876
0,30.20012438832821,-88.9934170320544,0.34616622,116.48341,0.359225,139.14157,31.183258,88.84978,4.19132,2025-08-01 18:21:53,MSR_NGOFS2,t000,0.0,1556.2430908542108
0,30.20012438832821,-88.98624017087022,0.34465262,117.682655,0.29333445,139.12091,32.47658,87.3654,4.1924,2025-08-01 18:21:54,MSR_NGOFS2,t000,0.0,1559.1941003977272
0,30.20012438832821,-88.97906330968603,0.32651147,120.259766,0.3308491,139.12952,24.737911,87.61499,4.1895003,2025-08-01 18:21:55,MSR_NGOFS2,t000,0.0,1557.1627256301072
0,30.20012438832821,-88.97188644850185,0.32465464,120.96465,0.312985,139.08865,27.910076,86.24141,4.1951146,2025-08-01 18:21:56,MSR_NGOFS2,t000,0.0,1559.961607483897
0,30.20012438832821,-88.96470958731767,0.30948702,120.732216,0.36796805,139.07068,24.837938,86.95854,4.193722,2025-08-01 18:21:57,MSR_NGOFS2,t000,0.0,1558.1501469005932
0,30.20012438832821,-88.9575327261335,0.29324517,121.25363,0.37247977,139.02281,32.075428,88.2669,4.196162,2025-08-01 18:21:58,MSR_NGOFS2,t000,0.0,1557.4752949658255
0,30.20012438832821,-88.95035586494932,0.2801395,122.65808,0.35220227,138.92941,28.899937,87.06317,4.202473,2025-08-01 18:21:59,MSR_NGOFS2,t000,0.0,1558.9173574360914
0,30.207297637736342,-92.10099792480469,,,,,,,,2025-08-01 18:22:00,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.09382106362051,,,,,,,,2025-08-01 18:22:01,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.08664420243633,,,,,,,,2025-08-01 18:22:02,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.07946734125214,,,,,,,,2025-08-01 18:22:03,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.07229048006796,,,,,,,,2025-08-01 18:22:04,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.06511361888379,,,,,,,,2025-08-01 18:22:05,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.05793675769961,,,,,,,,2025-08-01 18:22:06,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.05075989651542,,,,,,,,2025-08-01 18:22:07,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.04358303533124,,,,,,,,2025-08-01 18:22:08,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.03640617414706,,,,,,,,2025-08-01 18:22:09,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.02922931296288,,,,,,,,2025-08-01 18:22:10,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.0220524517787,,,,,,,,2025-08-01 18:22:11,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.01487559059451,,,,,,,,2025-08-01 18:22:12,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.00769872941034,,,,,,,,2025-08-01 18:22:13,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-92.00052186822616,,,,,,,,2025-08-01 18:22:14,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.99334500704198,,,,,,,,2025-08-01 18:22:15,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.98616814585779,,,,,,,,2025-08-01 18:22:16,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.97899128467361,,,,,,,,2025-08-01 18:22:17,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.97181442348943,,,,,,,,2025-08-01 18:22:18,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.96463756230526,,,,,,,,2025-08-01 18:22:19,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.95746070112106,,,,,,,,2025-08-01 18:22:20,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.95028383993689,,,,,,,,2025-08-01 18:22:21,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.94310697875271,,,,,,,,2025-08-01 18:22:22,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.93593011756853,,,,,,,,2025-08-01 18:22:23,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.92875325638435,,,,,,,,2025-08-01 18:22:24,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.92157639520016,,,,,,,,2025-08-01 18:22:25,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.91439953401598,,,,,,,,2025-08-01 18:22:26,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.90722267283181,,,,,,,,2025-08-01 18:22:27,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.90004581164763,,,,,,,,2025-08-01 18:22:28,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.89286895046344,,,,,,,,2025-08-01 18:22:29,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.88569208927926,,,,,,,,2025-08-01 18:22:30,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.87851522809508,,,,,,,,2025-08-01 18:22:31,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.8713383669109,,,,,,,,2025-08-01 18:22:32,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.86416150572673,,,,,,,,2025-08-01 18:22:33,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.85698464454254,,,,,,,,2025-08-01 18:22:34,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.84980778335836,,,,,,,,2025-08-01 18:22:35,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.84263092217418,,,,,,,,2025-08-01 18:22:36,MSR_NGOFS2,t000,0.0,
0,30.207297637736342,-91.83545406099,,,,,,,,2025-08-01 18:22:37,MSR_NGOFS2,t000,0.0,
